CaseOrder,Interaction,UID,Population,Area,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
8788,bc3da652-24ba-4638-a142-80709d46dcb0,d9c206e83e288bcf773046e8bc53c17f,754,Urban,0,34,-1.0255123474729948,Yes,11.07583,12,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),0.6675930409721733,242.6106,0.9005213199323956,3,3,3,4,3,3,4,4
8789,a975c13b-bbc2-4d6d-b48d-cfeee473e855,c1af7697b412a7e920c397a7289a76c1,1659,Suburban,1,51,2.03638702927732,No,12.89208,12,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,0.852684487979289,207.4974,0.7795494831147304,5,5,4,5,3,2,3,4
8790,82ee6b6c-749a-42df-8db3-05602ec9d96b,ee4d88bdab18b6c305a178f590660779,30253,Rural,2,51,2.220840059388411,No,7.348999,8,2,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Credit Card (automatic),0.6038385387438644,127.4601,0.5997679589714007,3,3,3,5,2,4,4,5
8791,8b804033-698a-4f2e-ac53-f422d288f8c1,03c25df34377936feeedc431fad4728d,16783,Suburban,0,72,-1.0626526121059416,No,13.09495,3,1,1,No,Month-to-month,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),0.8500681700349816,155.0084,0.7579804711624207,3,3,3,3,5,3,4,5
8792,c375e635-4c23-4b0d-a50e-5662734fbe28,26a0f537eff34ab201181a861f715912,26054,Suburban,1,79,-0.23678689261802338,No,8.893585,19,0,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,1.3963423470727168,147.4738,1.1771854555377408,4,4,5,4,5,3,5,4
8793,df15a1db-fcf9-442e-b7ef-004363de9710,9049a24d4d425632fc01f28d9e3f8e48,21,Rural,2,80,-1.0041491594489966,No,10.49877,12,0,0,No,Two Year,Yes,No,,No,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,1.2094870222263054,230.1344,1.2292656997894547,4,4,4,6,2,3,4,2
8794,607ab248-c7c1-4d26-8de7-3017280706e3,b4611be0ab5d05732d9b929d92659e8c,1448,Suburban,3,24,1.8270174314838505,No,12.04636,14,1,0,No,Month-to-month,Yes,No,,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,1.0322256195555497,130.0064,1.028999421715792,2,2,3,4,4,2,2,3
8795,9195ab58-ddaf-421d-8aa1-23f02c8fb928,a18d3e7f7fbb8c23af8d5b393e5fcc27,2004,Suburban,4,82,-0.9670411660285162,No,12.24576,16,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),0.6605704321390072,139.9349,0.7253115575967415,4,4,5,3,4,3,5,4
8796,db200636-6fc6-4509-ac04-ed58e0dac681,81d6446eda97335ff1a551a52032cca5,1206,Rural,4,46,-0.3775152668669123,No,8.373351,15,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),1.3012548090413054,204.9797,1.239650769669194,4,4,3,4,3,3,3,2
8797,344f9b37-4898-4ec9-aae9-ab7bf2a484b2,d3dec32d4991f887ebab5aed317577dd,61,Urban,0,71,-0.25129014290632307,No,8.714228,10,3,2,Yes,One year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,1.2885336343242395,149.9447,1.297994535469928,5,5,4,3,4,4,6,4
8798,de57047e-b5ed-456d-a2bf-461df85ba15f,b88d33b74dd48f3780c834453da9def5,5044,Suburban,2,67,0.05336180552315685,No,4.859953,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,1.2484322649653745,134.9509,1.061318651023411,4,3,3,5,5,4,4,4
8799,f9e68cec-d544-4fb5-8f9f-bbb4fb1fc54b,504763b882f77a6514e1ce8da1e3d1a7,739,Rural,4,77,-0.7770977742536489,No,4.248599,16,0,0,No,One year,No,No,,Yes,No,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),1.1819491223831806,127.4586,1.0820595603136607,4,4,5,2,5,2,2,2
8800,4b813bb8-0b5a-4815-8420-31ebe7556d41,a440ed5f79b2f8349b3724b5ca34ddca,865,Urban,0,49,-1.0011802079020946,No,13.52153,18,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),1.1330416004754293,197.4876,1.0941742636057816,5,4,3,4,4,3,4,3
8801,f6d156b0-e103-407a-81c0-5a147b915bc3,7f2d9ae3c2c4da46dd2192f9dd11b48c,1210,Rural,1,78,-0.0981458629469013,No,7.400824,10,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),1.2919698680394713,275.1198,1.3019375378672098,2,3,3,4,4,2,2,3
8802,5379d7c5-a556-49f4-a099-7cfb1de01a82,6d5cbdc31da33f2efd1fcea5038c6fa5,36550,Urban,0,89,0.2214483661119036,No,13.84425,10,0,0,No,Month-to-month,No,No,DSL,No,No,No,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),1.1449201680256962,200.1185,1.2388346096998646,4,3,3,3,5,3,4,4
8803,cc6ed1c0-77ae-42b1-91e7-e33de5e63f89,d6c5877ac3eaea5a311615fd5af43b2f,36711,Suburban,2,26,0.09690843777373145,No,12.88571,10,1,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,1.2167819278099627,159.9512,1.0858376609275515,4,4,4,4,4,4,4,3
8804,d0368364-4609-405b-91f0-858d320b3211,25fc5df646d8384259ff9e08dca1b824,6473,Urban,4,42,-1.0792268940514207,No,5.180762,11,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Bank Transfer(automatic),0.7897468760024551,157.4698,0.6641172091988704,2,1,2,5,4,3,3,2
8805,99c167bb-a698-4dc1-997d-16565ef374d8,1c22ec97329d41e8324f48a0e4dcce96,215,Suburban,1,45,-0.6983382844003964,No,11.22071,12,2,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),0.9075674108006072,192.4404,0.8486897245843448,3,4,3,4,5,4,4,3
8806,18e26752-0fbb-45af-a4a9-0ee0f6014c10,4f38fa6cec7a34d52117530f6817602a,8689,Suburban,4,51,-1.115154328501567,No,11.75222,11,0,2,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),1.3083833110552183,179.9476,1.2359293534856108,4,4,5,2,4,2,3,2
8807,42adf46d-15a1-467e-a9c8-e251b1beacf6,f8625581140c1e63ca1807c7321a4430,1150,Rural,7,65,-0.9663978695514401,Yes,7.611319,9,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),1.370156098043838,255.1336,1.6881702486306553,5,6,5,2,3,5,5,3
8808,dccf1eaf-4263-41fe-9791-cd4af06641df,6b3f111f84101129c038fe915ffee6f8,1348,Rural,4,72,-0.9209376607902249,No,11.84312,9,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),1.0480695085348517,139.9512,1.104602019562457,3,4,4,3,3,4,4,3
8809,f2107373-0efc-43d7-a6ed-d64d80f9359f,95c43b9f38bb2bd6c721faed143811ce,15738,Suburban,3,43,0.36502901906262364,No,3.741667,7,0,0,No,Two Year,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,1.314197981248009,175.0048,1.3348814999249423,3,2,3,4,4,4,4,3
8810,ba0cfc4d-da70-477b-bf0d-dad7fe7b9839,09d43dacbef3378c7afbcb468bb947f1,6572,Rural,4,44,-0.6030116051758332,No,5.781365,7,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,0.5199896708990651,139.9349,0.6429428502252075,2,3,3,3,3,3,4,4
8811,003b8823-e4c8-4abf-b3a5-cc50b9c3e6d0,1af2b089863c5b14969100699152f6cb,199,Rural,2,50,-0.22845737351462758,No,6.946895,19,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Electronic Check,1.3157069590736503,127.4958,1.1838947355645326,5,5,5,4,3,4,4,3
8812,2c47a6ff-1942-4bfe-af7e-179e4605edca,1553b6166cccd541a0127a000bf65be3,4928,Urban,0,86,-0.9016231628147756,Yes,10.73266,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),0.353740024456178,207.4811,0.2973541243989305,4,4,5,3,4,2,2,3
8813,72409b06-92f1-4aad-9cc9-b9e5c76fb1f1,c51682a01afd075b7696d4d2a54c1677,2068,Urban,1,29,1.5311719777705932,No,10.97278,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,1.001199673976613,217.4725,0.9849414777760799,4,4,3,3,4,2,6,1
8814,a3cdc6c4-38bd-4155-a7c5-0df5611e5b50,bc1ef6878538df6eee3d61030f7f1235,39043,Rural,0,56,0.6293086168106065,No,10.26236,20,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Electronic Check,0.8727799881655732,137.4686,0.6739521784334862,4,4,3,3,4,5,3,4
8815,ebc2b075-64d9-4d13-99aa-e41e32bd3c81,d94190d4ff760f51067de502a6eac19b,10056,Suburban,1,29,2.5523044205754886,No,11.83057,19,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,0.49718254890580127,222.65,0.5828994873625288,3,3,3,3,3,3,3,3
8816,dac88196-7dda-412c-bfb5-098f43574e0e,16499750602269e73efb0b4f87aa132b,176,Urban,0,73,-1.08127097392676,No,11.17449,13,0,2,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),1.1901494146622231,207.4754,1.3025242907768142,4,4,3,3,2,4,4,4
8817,749b0bee-419f-46e2-9f13-cb57b81f66b3,9e213b32140315c61ed03f4be1cc7fa5,1672,Urban,0,73,-1.3430224236124086,No,4.188314,17,0,0,Yes,One year,No,No,,Yes,No,No,No,Yes,Yes,No,Yes,No,Bank Transfer(automatic),1.1627098442012196,139.9979,1.0101530942992727,4,4,3,4,2,3,5,4
8818,e5491abc-0de9-40b8-befc-2ad0885e825d,24b30bad239c0bd316de1a7159edaa61,2335,Suburban,3,65,-0.9876908410911711,No,8.86123,10,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,1.2893524155253704,162.4653,1.405608511883922,2,2,3,4,4,4,4,4
8819,9ddbe0a0-9b01-4381-89ee-645bf1ccaf73,ae469fd43e9c95955b21626d1c38bb9e,285,Rural,0,82,-0.7261918870459185,Yes,6.945119,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),0.49462031212166113,275.1336,0.5282742780340369,2,2,4,4,3,4,2,3
8820,4e6b9b3e-8bd5-4ebc-b624-57ba74a1d179,4f302ebdf9d3b3029f23bda48ac17f01,5190,Urban,2,83,-0.1807275410195169,No,6.762606,7,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Credit Card (automatic),1.2838811417901441,159.9512,1.1044992296660079,3,4,3,4,5,3,2,4
8821,480ca54f-b924-4eaa-903b-0999f65a0259,9590ede1d7c1bb619b96a483f0abfa8b,26749,Suburban,2,49,-0.31359486068883424,No,10.67431,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),1.0688646600939269,242.6281,1.1208582127409707,2,3,2,3,3,3,3,3
8822,10c942ab-a70c-4168-b565-0fb9316a7207,949d59d8195c5912a0a5c8056e6d263d,19556,Rural,0,82,0.3840743538483814,No,5.408724,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,0.5102032500484085,227.4754,0.3879817431069757,4,3,5,3,4,4,4,3
8823,3a9d34ca-f048-4a6a-83be-f5892c51c92b,0ba0434fb2a1daf7c22f25934bebc834,9725,Suburban,2,79,2.762854577339292,No,12.15027,11,1,1,Yes,Two Year,Yes,No,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),1.3824276049326623,222.6792,1.4326016585557646,3,2,3,3,4,2,5,5
8824,a08da16a-9fba-4dc8-9b12-d0e4dfd9ade9,9ad031d37d7cfbaae3d5ad73295515f7,4976,Suburban,0,77,0.16685185793563434,Yes,2.809005,11,2,0,No,Month-to-month,No,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),1.0194121664952611,242.6573,1.05609988101207,2,2,2,5,2,3,3,3
8825,e7153c9b-565d-464e-b534-809ab1be2759,0bdf7bca328bba27c1ce835a71e29fa4,1236,Suburban,1,18,-0.35948062390015484,No,14.45854,11,1,1,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Mailed Check,1.357493542766114,204.9496,1.3372738967245477,5,5,6,6,2,5,5,4
8826,f68f87ef-ed8c-4504-bcf6-d8dac0350769,f12e64c2927b89fb0d9dbff8add226fe,6460,Urban,5,26,-0.6652879526616708,No,12.53937,17,4,1,No,Month-to-month,No,No,,Yes,No,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),1.2322011094964844,117.4835,1.213482217490562,5,4,4,3,4,4,4,4
8827,a5bd4327-18b1-40c6-b6ac-ddb696a4aa19,fc66ee4083f14c0614dc8e57c09588d8,15762,Suburban,0,22,0.038263842890835016,No,7.489466,10,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,No,No,No,Yes,No,Electronic Check,0.9754850277919884,149.9598,0.8568576903273245,3,3,2,2,5,3,4,2
8828,75eb5fa6-7341-4eef-b429-825cdb6ba206,c3d6f1f1be1d5cebcbfa74965d33913d,471,Rural,10,66,-1.1288724308294222,No,8.353322,14,3,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),0.989551802284401,160.0013,0.944484247686101,5,3,5,4,4,5,5,2
8829,5782fa22-e3a4-4d5c-91ba-227891dbdebd,ca0f8809b663a47c0f6f3306d06e8ee5,28849,Rural,1,63,-1.0113293269083994,No,9.502103,14,3,1,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,No,No,Yes,No,No,Electronic Check,1.3630729788216738,139.9568,1.210252496386516,5,4,3,3,3,4,3,2
8830,44108b53-db7d-4d10-842b-843293b78e3c,b98d012ab5e907cdf10f54d2586efda6,1920,Suburban,1,54,2.5014400249266435,No,11.28043,17,2,0,No,Month-to-month,Yes,No,,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),0.9238447054411084,92.48802,0.703877872823064,5,7,5,3,4,5,5,5
8831,5f3ba2a1-a4d2-4074-a139-98812098936d,9a053a0ff2c75831b9770869e7852614,1148,Rural,2,35,5.189979559505715,No,12.47347,13,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),1.1778113463455007,255.1372,1.2733942693094666,4,4,3,3,3,5,4,2
8832,872ae289-6f07-428f-94bc-9efcc3ec9385,4a3af77e2c5e71d199332c8b981a36d3,20167,Rural,6,80,-1.028825998124482,No,17.6619,7,0,0,No,Two Year,Yes,No,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),0.6122854108580742,149.9707,0.5424872722134672,3,3,2,4,3,5,3,2
8833,912742a3-397e-4bca-b685-cbb62096dccf,d7e6045fa058944af5497795fbc2fe28,1962,Suburban,4,72,-0.7392546355206115,No,11.62638,17,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,1.3708493201877983,147.4601,1.1676892831563972,3,3,4,3,3,4,3,2
8834,db2c033d-66e0-4667-b4e8-17f2956187f4,13e795884af6df0af7d38175e12de51c,4611,Urban,3,50,0.5943138558636079,No,5.95531,10,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,No,Electronic Check,1.1118864121018148,159.9875,0.9918377689212008,3,3,2,3,4,2,1,3
8835,9a46b2af-2210-4235-8f0d-c532b295a1e4,172bf41937b6533f3b5f103e700f3809,920,Rural,0,77,-1.1220202949253089,No,11.78919,10,0,0,Yes,Month-to-month,Yes,No,,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,1.4018820731854973,127.4887,1.2016525764852728,4,4,3,4,5,4,4,5
8836,d44cd148-c66a-4987-906d-905e0b63ea06,3609daa2d6b0c2c3c4ae2365d775de15,1576,Urban,1,61,1.2663384499800565,No,5.763324,12,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),1.3814303180839866,162.4538,1.4211707850537931,5,5,4,5,1,3,4,4
8837,9fedad1d-d028-4bbe-93fd-5d8b4c324134,78e1223330c5c4d45c0e0451726f0cfa,1480,Urban,0,29,-0.08536078875090222,No,9.040573,18,0,0,No,Two Year,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),0.9155366290316628,129.9483,0.9817750634231641,4,4,5,3,4,5,5,4
8838,707489bd-e28b-44d7-87f1-19d31587a6b1,5ebd8753113d979a536d86213e1d05a8,15,Rural,1,84,0.7259091223558186,No,7.338928,3,2,0,No,Month-to-month,No,No,,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,1.2736310600837897,139.9678,1.100639831151736,2,2,3,5,3,4,3,3
8839,61223430-9364-4ddc-b154-83bb6181e2f9,7d969d268793ce9a416f2bb6c7bdc455,40770,Rural,0,30,-0.8691065472822239,Yes,8.040747,8,3,1,No,Month-to-month,No,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),0.6485462614652131,242.6573,0.7589099588059327,3,4,2,3,4,3,3,4
8840,a154ac3e-34fb-4a6b-bf93-3fa6f7f849d2,5d1f38896d8da9e79eb0216a91adcffa,8979,Suburban,1,41,0.6645314040171201,No,7.854625,14,0,1,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),0.9986964348217457,164.967,1.1422874228375008,4,3,4,5,3,4,5,5
8841,643c3081-e401-4f83-8174-eebc2c351ca6,5d3af9b882a2cf748e2ede7c50cf9032,1666,Suburban,4,77,-0.953761030155561,No,13.22789,12,0,1,No,Month-to-month,No,No,,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,0.3137021910057612,137.4978,0.21506106140338788,3,2,3,1,5,2,3,3
8842,badc7d76-6a6c-4eda-9231-78120dc3b284,07ceb665c37173dc0d6e4d5ab379085f,561,Rural,0,28,-0.6519319262451136,No,13.24732,11,4,0,No,Month-to-month,No,No,,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),0.9094069266261507,112.4844,0.7077776413638486,3,3,1,4,2,4,3,3
8843,fcf6569e-d649-4410-9313-46d65a16d86e,1b035c9a01286835e8d936354d6f88d5,368,Suburban,3,84,0.5026079357520244,No,8.152813,12,0,1,No,One year,Yes,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,0.8002961059444192,114.9838,0.5699016746387505,3,4,3,4,3,4,2,4
8844,922421c1-0bd0-4405-97e9-20f350912dbf,8953a42cd21919664d678ea6922dad97,845,Rural,6,77,-0.19376475622720343,No,14.22857,7,0,1,Yes,One year,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),1.3228558833438502,165.0113,1.2872324541337385,3,3,3,4,4,5,4,3
8845,5ce834e5-ba0e-494e-bf0a-a6ffb1c0c18c,358605598c0ed12cfd6eb998b938f662,3989,Rural,0,86,-0.7163679625652359,No,12.77384,15,0,0,No,Two Year,No,Yes,,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),1.0727577472460952,197.6288,1.0235957273654013,4,4,3,5,2,5,4,4
8846,83322bb8-0441-42e3-be29-5f576ed8cf4f,cf7b11d2c730c253eb266f1897ae1a34,204,Rural,1,63,-1.1980019781054985,No,12.99584,10,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),0.7214677094368099,217.4702,0.6731487560550468,2,3,2,4,3,2,3,2
8847,1bcec6f3-9f20-4b43-be12-0415a938be49,a2140385fafcc9e69a74d0b57a0f24a6,0,Urban,1,69,-0.33869193438379885,No,9.487316,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,0.7506276658950163,147.4601,0.5526423996098497,3,3,4,4,2,4,4,4
8848,4a8138fa-06f1-4100-8a3b-6548b358622a,1c878c430c06629b7356e3cf7e02ba55,162,Suburban,2,67,-0.548972573329202,No,5.585927,15,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),0.6877017778060507,262.6106,0.7098952596713511,2,3,4,4,3,3,5,3
8849,219812fc-4c81-4444-a684-7180a6d32dfa,3efe929a480325c335cb831ddbec59a8,4409,Urban,0,21,-0.9628948471696561,No,7.979052,6,0,0,No,Month-to-month,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),1.1358594936530864,222.6654,1.1884602631191117,3,4,3,4,3,4,2,4
8850,e4bb8bbd-a7a5-4cbf-8ee9-721808264884,fdf0eba146550521e121b95ca3caec34,37377,Suburban,2,48,1.1567656262807993,No,10.5195,11,0,2,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,0.6595069620523647,154.9755,0.8204747961021255,5,4,2,5,4,4,5,5
8851,679c71e1-038f-43f4-97a4-31b96b48077f,3db783b09ecb83af75782b04c4c804fb,1966,Suburban,3,76,-0.6492516424668665,No,9.726859,9,2,1,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),1.1360221153235188,220.1149,1.301196339036709,5,4,4,4,5,5,5,5
8852,d5c34134-703e-4228-a9bd-c035933e5b61,04fd9213675011e56678153176dfe847,29490,Urban,5,21,-0.6553640228852134,No,7.405549,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),0.9073945780020312,164.9647,1.133160102880202,3,3,3,3,5,3,2,4
8853,e9cb1671-e19a-4e5f-9e62-7796e3191d91,2c83966b6bcb40a730855457dcc87c23,8146,Urban,3,24,-1.1205719912801169,No,10.77795,12,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,1.3130925320789992,207.4673,1.34683926872035,4,3,4,2,3,5,3,4
8854,7892abd8-d230-423f-82ea-bf4ae81db049,e3532d695475e2f1ff57c04e80096070,5762,Suburban,0,77,2.2304575899607926,No,9.444254,11,2,1,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,1.4079550471013236,162.4538,1.4093754248896904,2,3,3,3,5,2,3,4
8855,403b26d0-06b7-4d57-af0f-0c7fe910f44b,20c9272137da26e262a0a30f7b0850bf,2475,Urban,3,53,-1.2983193471436725,No,9.954987,14,2,1,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),1.3996760913165838,172.4404,1.5420071377267537,3,2,4,2,4,3,2,3
8856,c58ccbf0-f1d4-44d2-9089-d16d8bfcfc53,370c7449a515e8f53ef1f84b2a4befbb,6553,Rural,0,34,-0.5019743398595643,No,3.744797,11,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,1.0600857372200896,200.1185,1.2372444417873916,6,5,5,5,3,4,3,5
8857,5121982a-9784-47e1-b2e8-5064a5e9d09c,9715839540209b46f51bd474e88797b8,507,Rural,1,58,0.9206602155307512,No,13.55541,6,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),1.332010348819407,242.6106,1.5373595727465053,3,4,2,3,5,3,3,4
8858,51a6ba49-e980-4a72-be8d-ef426959e34e,416df9798040186e971284cb17fc6ac3,1780,Rural,3,33,-0.9994364985427879,No,11.71253,8,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,No,Mailed Check,0.7926528874340909,139.983,0.8652829335317105,2,3,1,4,3,1,2,3
8859,0f304474-0afc-41bb-bd87-4bfefe1aab8c,4f0d5b8d514406c0358d5fe284843157,11275,Urban,4,60,-0.7164722234055118,No,7.38333,9,0,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,1.292416132158333,104.9643,1.2917986132136257,4,3,3,3,3,3,4,3
8860,3de69415-f563-4d5b-b496-d61fb0b6a77c,231fae3db3adb9dbca6adf4b71c9e680,6962,Suburban,2,56,0.40032415052565523,No,7.231659,14,2,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),1.1589131954815177,139.9512,1.1726760747017038,3,3,5,4,4,4,4,4
8861,42314932-75e6-414d-99ec-c7037c57909b,9a986b28e12c99d7e81ac76fc2a33a53,1296,Rural,0,48,-0.04629559948864548,No,8.890456,10,0,0,No,Month-to-month,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,0.6061753743289864,124.9935,0.41675485118199246,2,1,1,2,2,3,4,2
8862,be0d2a7f-5915-4e2e-9dbc-f0a9a9fa1c8d,4bd9c80f64bfb4ddb441491e6351a69e,1455,Suburban,2,62,-0.723021151763925,No,11.12162,12,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),0.8893972755542575,139.9512,0.934108639702936,3,2,3,4,2,3,4,5
8863,1335da40-6f22-47bd-a94b-a268f5eda393,61b5dce561a67e6c39481a738b645874,13,Rural,0,61,1.6967789744300592,No,7.891055,11,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,1.3498722592717973,214.9663,1.287686951914996,3,3,4,2,3,4,3,3
